Probe name,Rating in cell,Rating in organism,Number of Ratings,Unsuitable,URL,Target name,Target class,Target subclass,Published on,Uniprot ID,InChI key,SMILES,PAINS,Toxicophore,ChEMBL ID,canSAR ID,Reference (PMID),Mechanism of action,Potency value,Potency assay,Potency value in cells,Potency assay (cells),Potency in cells,Organism,Dose,Control compound
Linsitinib,4.0,4.0,3.0,No,https://www.chemicalprobes.org/linsitinib,"IGF1R, INSR, INSRR","Kinase, Kinase, Kinase","TK, TK, TK",2017-06-27,"P08069, P06213, P14616",PKCDDUHJAFVJJB-VLZXCDOPSA-N,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,No,No,CHEMBL1091644,431871,"http://www.future-science.com/doi/abs/10.4155/fmc.09.89?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dwww.ncbi.nlm.nih.gov, https://www.ncbi.nlm.nih.gov/pubmed/21425998",Inhibitor,"35 nM, 75 nM","In-house ELISA assays, R&D systems commercial assays","24 nM, 39 nM","In LISN cells, inhibition of IGF-1-dependent IGF1R autophosphorylation - quantified via ELISA., in Hepa1 cells, inhibition of INSR autophosphorylation - quantified via ELISA.",IC50,Other,"5 mg/kg, 50-75 mg/Kg Oral (Reviewer Suggested)",
dBET6,4.0,3.7,3.0,No,https://www.chemicalprobes.org/dbet6,BRD4,Epigenetic,Bromodomain,2020-11-23,O60885,JGQPZPLJOBHHBK-UFXYQILXSA-N,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,No,Yes,CHEMBL4303781,982743,"www.doi.org/10.1073/pnas.1712363115, www.doi.org/10.1016/j.molcel.2017.06.004, www.doi/org/10.1038/s41589-018-0055-y, https://pubmed.ncbi.nlm.nih.gov/29764999/, https://pubmed.ncbi.nlm.nih.gov/28673542/, https://pubmed.ncbi.nlm.nih.gov/29892083/",Degrader (PROTAC),14 nM BRD4,BRD4 (BD1) AlphaScreen assay,10-50 nM,"Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay, Dual Luciferase Assay, CETSA; Western blot (BRD2, BRD3, BRD4)",DC50,Mouse,"10 mg/Kg, Reviewers suggest: 7.5 mg/Kg BID",
QC6352,4.0,4.0,3.0,No,https://www.chemicalprobes.org/qc6352,KDM4C,Epigenetic,Protein Demethylase,2020-10-22,Q9H3R0,XSMABFRQESMONQ-SFHVURJKSA-N,CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O,No,No,CHEMBL4216044,231616,"www.doi.org/10.1021/acsmedchemlett.7b00220, www.doi.org/10.1158/0008-5472.CAN-17-1754, https://pubmed.ncbi.nlm.nih.gov/28835804/, https://pubmed.ncbi.nlm.nih.gov/28883001/",Inhibitor,35 ± 8 nM,enzymatic screening assay (AlphaScreen and LANCE),"3.5 ± 1 nM, 1.3 ± 0.3  nM",Western blot of histone mark; UHPLC–MSMS analysis; cell proliferation methods,EC50,Mouse,"5 , 10, 25, 50 mg/Kg",
AZD3988,4.0,4.0,3.0,No,https://www.chemicalprobes.org/azd3988,DGAT1,Other,Diacylglycerol O-acyltransferase,2020-10-23,O75907,NGEBYTLALFOQKI-HDJSIYSDSA-N,O=C(O)C[C@H]1CC[C@H](c2ccc(NC(=O)c3nnc(Nc4ccc(F)c(F)c4)o3)cc2)CC1,No,No,CHEMBL2036730,522930,"www.doi.org/10.1016/j.bmcl.2012.04.117, https://pubmed.ncbi.nlm.nih.gov/22608962/",Inhibitor,"0.6 nM, 0.5 nM, 1.1 nM","Enzymatic activity for human homolog, Enzymatic activity for rat homolog, Enzymatic activity for mouse homolog",0.5 nM,Inhibition of triacylglycerol (TAG) synthesis,IC50,Other,"0.5 (M), 2 (R), 1 (D) mg/kg IV, 1 (M), 5 (R), 1 (D) mg/kg PO, Reviewer suggest: 20 mg/Kg (M), 0.5-5 mg/Kg (R)",
LNP-023,4.0,4.0,1.0,No,https://www.chemicalprobes.org/lnp-023,CFB,Other,Serine Protease,2020-07-10,P00751,RENRQMCACQEWFC-UGKGYDQZSA-N,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,No,No,CHEMBL4594448,2870759,"www.doi.org/10.1073/pnas.1820892116, www.doi.org/10.1021/acs.jmedchem.9b01870, www.doi.org/10.1053/j.seminhematol.2018.02.002, https://pubmed.ncbi.nlm.nih.gov/30926668/, https://pubmed.ncbi.nlm.nih.gov/32073845/, https://pubmed.ncbi.nlm.nih.gov/30032754/",Inhibitor,"7.9 nM, 12 nM","SPR, Half-maximal inhibition of human FB in TR-FRET based competition binding assay (FB-comp)","130 nM, 110 nM, 150 nM","inhibition of AP-induced MAC formation in 50% human and mouse serum, inhibition of AP-induced MAC formation in 50% serum, inhibition of AP-induced MAC formation in 50% whole blood",IC50,Other,"1 to 30 mg/Kg (R), 0.1 to 10 mg/Kg (D), 1 (IV), 10 (PO) mg/Kg (m)",
HTL14242,4.0,4.0,1.0,No,https://www.chemicalprobes.org/htl14242,GRM5,GPCR,Metabatropic Glutamate Receptor,2021-03-05,P41594,FQAXDSVNYVVQSE-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(-c2cc(-c3ccc(F)cn3)ncn2)c1,No,No,CHEMBL3603923,1380420,"www.doi.org/10.1021/acs.jmedchem.5b00892, https://pubmed.ncbi.nlm.nih.gov/26225459/",Negative Allosteric Modulator,9.3,[3H]-M-MPEP Binding Assay,0.6 nM,IPone assay,IC50,Other,"5, 10, 30 mg/Kg",
SD-36,4.0,4.0,2.0,No,https://www.chemicalprobes.org/sd-36,STAT3,Transcription factor,Signal transducer and transcription activator,2020-06-04,P40763,JKCSCHXVWPSGBG-OPKPGBGESA-N,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)CCCCCC#Cc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)C[C@H](NC(=O)c3cc4cc(C(F)(F)P(=O)(O)O)ccc4[nH]3)C(=O)N12)C(=O)NC(c1ccccc1)c1ccccc1,No,Yes,CHEMBL4452527,2960889,"www.doi.org/10.1021/acs.jmedchem.9b01530, www.doi.org/10.1016/j.ccell.2019.10.002, https://pubmed.ncbi.nlm.nih.gov/31747516/, https://pubmed.ncbi.nlm.nih.gov/31715132/",Degrader (PROTAC),"11 nM, 44 nM","Fluorescence polarization binding assay, biolayer interferometry sensorgrams","10 nM, 60 nM, 28 nM","Luciferase reporter assay, Western blot observing reduced levels of STAT3 and pSTAT3Y705 after 16 h","IC50, DC50",Mouse,"25 mg/Kg, 50 mg/Kg, 100 mg/Kg",SD-36Me
GLPG0974,4.0,4.0,1.0,No,https://www.chemicalprobes.org/glpg0974,FFAR2,GPCR,Free fatty acid receptor,2021-01-12,O15552,MPMKMQHJHDHPBE-RUZDIDTESA-N,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,No,No,CHEMBL3353541,527015,"www.doi.org/10.1021/jm5012885, www.doi.org/10.1074/jbc.M115.687939, https://pubmed.ncbi.nlm.nih.gov/25380412, https://pubmed.ncbi.nlm.nih.gov/26518871/",Antagonist,,,"9 nM, 27-43 nM, 483 nM","CaFlux assay, Neutrophil Migration Assay (NMA) in buffer (27 nM) and plasma (43 nM), Whole Blood CD11b activation-specific epitope (AE) Assay",IC50,Rat,"1 mg/Kg IV, 5-30 mg/Kg PO",
AM-6761,4.0,4.0,3.0,No,https://www.chemicalprobes.org/am-6761,MDM2,Other post-translational modification,E3 ubiquitin ligase,2017-06-06,Q00987,HNLHOKSDTBAERS-CWIPYCOQSA-N,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2ncc(CC(=O)O)s2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)c(F)c1,No,No,CHEMBL3236357,908112,"http://pubs.acs.org/doi/abs/10.1021/jm401911v, https://www.ncbi.nlm.nih.gov/pubmed/24601644",Antagonist,0.1 nM 0% HS; 0.8 nM 15% HS,HTRF-based neutralization assay with and without Human Serum (HS),16 nM,cell proliferation assays (EdU using SJSA-1 tumor cells),IC50,Other,"0.5 mg/Kg (IV), 5 mg/Kg (PO)",
PT2399,4.0,4.0,1.0,No,https://www.chemicalprobes.org/pt2399,EPAS1,Transcription factor,Hypoxia-Inducible Factor,2020-07-28,Q99814,MXUSGDMIHGLCNC-HNNXBMFYSA-N,N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)[C@H]3O)c1,No,Yes,CHEMBL4165848,138474,"www.doi.org/10.1021/acs.jmedchem.8b01196, www.doi.org/10.1038/nature19796, www.doi.org/10.1038/nature19795, https://pubmed.ncbi.nlm.nih.gov/30289716/, https://pubmed.ncbi.nlm.nih.gov/27595394/, https://pubmed.ncbi.nlm.nih.gov/27595393/",Antagonist,"< 5 nM, 42 nM","Scintillation Proximity Assay (SPA), Isothermal Calorimetry (ITC)","6 nM, 14 nM","Luciferase Assay, VEGF ELISA Assay",EC50,Other,"10 mg/Kg PO, 3 mg/Kg IV",
TAK-981,4.0,4.0,2.0,No,https://www.chemicalprobes.org/tak-981,"SAE1, UBA2","Enzyme, Enzyme","SUMOylation Enzyme, SUMOylation Enzyme",2021-03-16,"Q9UBE0, Q9UBT2",LXRZVMYMQHNYJB-UNXOBOICSA-N,Cc1sc(C(=O)c2cncnc2N[C@H]2C[C@H](O)[C@@H](COS(N)(=O)=O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21,No,No,CHEMBL4862901,3313066,"www.doi.org/10.1021/acs.jmedchem.0c01491, https://pubmed.ncbi.nlm.nih.gov/33631934/",Inhibitor,1 nM,The E1-E2 HTRF transthiolation (HTRF),"15 nM; (32 - 46 nM, 0 - 8 h)","SUMO2/3 immunofluorescent Assay assessing the ratio of SUMO2/3 in the nuclear versus cytoplasm (treatment is followed by immediate washout and readings at 0 and 8 h), SUMO2/3 immunofluorescent Assay assessing the ration of SUMO2/3 in the nuclear versus cytoplasm (treatment is followed by immediate washout and readings at 0 and 8 h)",IC 50,Rat,"1 (IV), 10 (PO) mg/Kg",
PFI-1,4.0,4.0,3.0,No,https://www.chemicalprobes.org/pfi-1,"BRD2, BRD4, BRD3, BRDT","Epigenetic, Epigenetic, Epigenetic, Epigenetic","Bromodomain, Bromodomain, Bromodomain, Bromodomain",2015-07-16,"P25440, O60885, Q15059, Q58F21",TXZPMHLMPKIUGK-UHFFFAOYSA-N,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,No,No,CHEMBL2179387,1545950,"www.doi.org/10.1158/0008-5472.CAN-12-3292, http://www.ncbi.nlm.nih.gov/pubmed/23576556",Antagonist,"BD1 107.9, BD2 143.9 nM, 98 nM, BD1 47.4 nM, BD2 194.6 nM, 220 nM, BD1 80 nM,  BD2 76.3 nM, BD1 85.5, BD2 220 nM","ITC assays, alpha screen assay, alpha screen assays",,"In U2OS cells, PFI-1 was active in a FRAP assay at 1-5 uM.",,,,
TUG-469,3.5,3.5,2.0,No,https://www.chemicalprobes.org/tug-469,FFAR1,GPCR,Free fatty acid receptor,2021-01-12,O14842,RUPXKSLKGSSZCP-UHFFFAOYSA-N,Cc1ccccc1-c1cccc(CNc2ccc(CCC(=O)O)cc2)c1,No,No,CHEMBL1773261,1819526,"www.doi.org/10.1021/ml100106c, www.doi.org/10.1021/jm3002026, www.doi.org/10.1007/s00210-013-0899-3, https://www.ncbi.nlm.nih.gov/pubmed/24900217, https://pubmed.ncbi.nlm.nih.gov/22724451/, https://pubmed.ncbi.nlm.nih.gov/23861168/",Agonist,,,19 nM,"Calcium efflux assay, dynamic mass redistribution (DMR) assay",EC50,Mouse,10 mg/Kg,
AMG900,3.7,3.7,3.0,No,https://www.chemicalprobes.org/amg900,"AURKA, AURKB, AURKC","Kinase, Kinase, Kinase","cell cycle-regulated kinase, cell cycle-regulated kinase, cell cycle-regulated kinase",2015-12-10,"O14965, Q96GD4, Q9UQB9",IVUGFMLRJOCGAS-UHFFFAOYSA-N,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,No,No,CHEMBL2140408,735997,"www.doi.org/10.1158/0008-5472.CAN-10-3001, http://www.ncbi.nlm.nih.gov/pubmed/20935223",ATP-competitive inhibitor,"5 nM, 4 nM, 1 nM",enzyme inhibition assay,6.5-8.2 nM,"In HeLa cells, IC50s were measured in substrate phosphorylation assays using quantitative cell imaging. The IC50 varied slightly by substrate.","IC 50, IC50",Mouse,3.75-15 mg/kg,
PT2385,3.7,3.7,3.0,No,https://www.chemicalprobes.org/pt2385,EPAS1,Transcription factor,Hypoxia-Inducible Factor,2020-09-23,Q99814,ONBSHRSJOPSEGS-INIZCTEOSA-N,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,No,No,CHEMBL4173075,1787649,"https://doi.org/10.1021/acs.jmedchem.8b01196, https://doi.org/10.1158/0008-5472.CAN-16-0473, https://pubmed.ncbi.nlm.nih.gov/30289716/, https://pubmed.ncbi.nlm.nih.gov/27635045/",Antagonist,"< 50 nM, 12 ± 5 nM, 167 nM","ITC Binding Affinity, Scintillation proximity assay with PAS-B* domain, Measured by MST","27 ± 6 nM, 42-44 nM","Luciferase assay, Expression of HIF-2 target genes in 786-O cells (constitutively active HIF-2α and nonfunctional HIF-1α) after treatment with PT2385 at various concentrations; Co-IP of ARNT, VEGFa ELISA",IC50,Other,"3 mg/Kg (IV), 10 mg/Kg (PO)",9a
RG7388,3.7,3.7,3.0,No,https://www.chemicalprobes.org/rg7388,MDM2,Other post-translational modification,E3 ubiquitin ligase,2017-06-06,Q00987,TVTXCJFHQKSQQM-LJQIRTBHSA-N,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,No,No,CHEMBL2402737,872228,"http://pubs.acs.org/doi/abs/10.1021/jm400487c, https://www.ncbi.nlm.nih.gov/pubmed/23808545, https://www.ncbi.nlm.nih.gov/pubmed/26998348",Antagonist,"6 nM, 9.79 nM","Homogenous time-resolved fluorescence binding assay., Biacore binding assay",30 nM,"Average from three p53-positive cancer cell lines (SJSA1, RKO, and HCT116) in MTT assay. RG7388 was 344-fold more potent in this assay against p53-positive cells compared with p53-negative cells.",IC50,Mouse,50 mg/kg (oral); 5 mg/kg (IV),
AZD1152,3.7,3.7,3.0,No,https://www.chemicalprobes.org/azd1152,AURKB,Kinase,cell cycle-regulated kinase,2015-12-10,Q96GD4,GBJVVSCPOBPEIT-UHFFFAOYSA-N,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,No,Yes,CHEMBL415049,842171,"http://www.bloodjournal.org/content/110/6/2034.long?sso-checked=true, http://pubs.acs.org/doi/abs/10.1021/jm061335f, http://www.ncbi.nlm.nih.gov/pubmed/17495131, http://www.ncbi.nlm.nih.gov/pubmed/17373783",Inhibitor,<1 nM,"AZD1152 (Compound 5), the prodrug for Compound 34 (AZD1152-HQPA), inhibits AURKB in vitro with an IC50 < 0.001 uM.",<1 nM,In-cell (SW620 cells) protein substrate phosphorylation (phospho Histone 3),IC50,Mouse,150 mg/kg,
BYL-719,4.0,4.0,3.0,No,https://www.chemicalprobes.org/byl-719,PIK3CA,Lipid kinase,Class I,2015-12-10,P42336,STUWGJZDJHPWGZ-LBPRGKRZSA-N,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,No,No,CHEMBL2396661,299737,"www.doi.org/10.1016/j.bmcl.2013.05.007, http://www.ncbi.nlm.nih.gov/pubmed/23726034",ATP-competitive inhibitor,5 nM,In vitro kinase assay,74 nM,Substrate phosphorylation in Rat1-myr-p110alpha cells,IC50,Rat,1 mg/kg,
BTZO-1,4.0,2.0,2.0,No,https://www.chemicalprobes.org/btzo-1,MIF,Other post-translational modification,Tautomerase,2020-05-25,P14174,GBAKVEWPYUIGHN-UHFFFAOYSA-N,O=c1nc(-c2ccccn2)sc2ccccc12,No,No,CHEMBL4516611,2857979,"www.doi.org/10.1016/j.chembiol.2010.10.011, https://pubmed.ncbi.nlm.nih.gov/21168764/",ARE Activator,"68.6 nM, 147 nM","SPA binding assay with human protein, SPA binding assay with rat protein","MEC1.5 16 nM, MEC2.0 820 nM","ARE-Luc Reporter Assay (Activation of ARE (antioxidant response element)-mediated cytoprotective gene expression): 
MEC1.5: Necessary concentration to give a 50% increase in the viability of rat cardiocytes, ARE-Luc Reporter Assay (Activation of ARE (antioxidant response element)-mediated cytoprotective gene expression): 
MEC2.0: Necessary concentration to double luciferase activity in pGL3-ARE-Luc reporter plasmid-transfected H9c2 cells","MEC1.5, MEC2.0",,,"BTZO-3, BTZO-4"
AX15836,4.0,2.0,3.0,No,https://www.chemicalprobes.org/ax15836,MAPK7,Kinase,CMGC,2016-12-05,Q13164,HTFNVAVTYILUCF-UHFFFAOYSA-N,CCOc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(S(C)(=O)=O)c1ccccc1C(=O)N2C,No,No,CHEMBL4541479,2954220,"http://www.pnas.org/content/113/42/11865, https://www.ncbi.nlm.nih.gov/pubmed/?term=27679845",ATP-competitive inhibitor,8 nM,KiNativ (www.kinativ.com),9 nM,"KiNativ - in cell assay 
The compound was tested in PBMCs, endothelial cells, and oncogenic cell lines. 
In HeLa cells, AX15836 inhibited EGF-dependent ERK5 autophosphorylation.",Kd,Mouse,50 mg/kg,
CPI-169,4.0,2.3,3.0,No,https://www.chemicalprobes.org/cpi-169,"EZH2, EZH1","Epigenetic, Epigenetic","Protein methyltransferase, Protein methyltransferase",2016-08-08,"Q15910, Q92800",LHGUZCKPFXXVPV-GOSISDBHSA-N,CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1,No,No,CHEMBL3605457,741335,"http://www.sciencedirect.com/science/article/pii/S1074552114003421, http://www.ncbi.nlm.nih.gov/pubmed/?term=25457180",SAM competitive inhibitor,"0.24 nM, 6.4 nM","PRC2 enzyme inhibition assay (Y641N-EZH2 IC50=0.5 nM), PRC2 enzyme inhibition assay",41 nM,ELISA-based detection of inhibition of protein substrate (H3K27) methylation,"EC 50, EC50",Mouse,50-200 mg/kg,
SR-318,4.0,2.0,1.0,No,https://www.chemicalprobes.org/sr-318,"MAPK14, MAPK11","Kinase, Kinase","CMGC, CMGC",2020-06-02,"Q16539, Q15759",HXNUFFCHRIWTRZ-UHFFFAOYSA-N,Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1,No,No,CHEMBL4436748,2897459,"www.doi.org/10.1021/acs.jmedchem.9b01227, https://pubmed.ncbi.nlm.nih.gov/31702918",Type II Inhibitor,"5 nM, 32 nM",Radiometric activity assay ProQinase,"3.7 nM, 10 nM",NanoBRET,IC50,,,SR-321
PF-3845,4.0,2.0,1.0,No,https://www.chemicalprobes.org/pf-3845,FAAH,Lipid metabolism,Serine Hydrolase,2020-11-30,O00519,NBOJHRYUGLRASX-UHFFFAOYSA-N,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,No,No,CHEMBL1651524,516940,"http://www.sciencedirect.com/science/article/pii/S1074552109000805, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2692831",Covalent Inhibitor,"Kinact 3.3 nM, 230 nM",enzyme-coupled assay with oleamide as a substrate,18 nM,TLC of radio-labelled fatty acid conversions,IC50,Other,"10 mg/Kg IP, 1-30 mg/Kg PO",
BI-3802,4.0,3.0,3.0,No,https://www.chemicalprobes.org/bi-3802,BCL6,Transcription factor,Transcriptional Repressor,2021-01-20,P41182,GXTJETQFYHZHNB-GASCZTMLSA-N,CNC(=O)COc1cc2cc(Nc3nc(N4C[C@@H](C)C[C@@H](C)C4)ncc3Cl)ccc2n(C)c1=O,No,No,CHEMBL4640049,2897538,"www.doi.org/10.1016/j.celrep.2017.08.081, www.doi.org/10.1038/s41586-020-2925-1, https://pubmed.ncbi.nlm.nih.gov/28930682/, https://pubmed.ncbi.nlm.nih.gov/33208943/",Degrader,≤ 3 nM,BCL6::BCOR Ulight TR-FRET,20 nM DC50; 43 nM IC50; 80% Dmax,"BCL6::NCOR LUMIER, Antiproliferative assay, western blot of BCL6 in (Farage cells) capillary electrophoresis measuring BCL6 levels in DLBCL cell lines","IC50, DC50, Dmax",Mouse,"10 mg/Kg, 100 mg/Kg",BI-5273
GSK2982772,4.0,3.3,3.0,No,https://www.chemicalprobes.org/gsk2982772,RIPK1,Kinase,TKL,2020-10-21,Q13546,LYPAFUINURXJSG-AWEZNQCLSA-N,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,No,No,CHEMBL4071864,135972,"www.doi.org/10.1021/acs.jmedchem.6b01751, https://pubmed.ncbi.nlm.nih.gov/28151659/",Inhibitor,"16 nM, 1 nM","FP binding assay, ADP-Glo Assay","2 nM, 0.5 nM","Human whole blood stimulation assay measuring the inhibition of cytokine MIP-1β, RIP1-dependent inflammatory cytokine MIP-1β production.",IC50,Other,"1.1 (R) - 1.2 (M) mg/Kg, 2.1 (R) - 1.9 (M) mg/Kg, Reviewer suggested 5-50 mg/Kg PO",
OICR-9429,4.0,2.0,3.0,No,https://www.chemicalprobes.org/oicr-9429,WDR5,Structural protein,WD40-repeat proteins,2015-10-02,P61964,DJOVLOYCGXNVPI-UHFFFAOYSA-N,CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,No,No,CHEMBL3798846,832481,"www.doi.org/10.1038/nchembio.1859, http://www.ncbi.nlm.nih.gov/pubmed/26167872",Antagonist,93 nM,"ITC 
OICR-9429 disrupts WDR5 interaction with a peptide from WDR5-interacting protein Kdisp = 64 nM.",223 nM,OICR-9429 disrupted WDR5-MLL interaction as well as C/EBPalpha p30-WDR5 interaction in cells.,IC50,,,OICR-0547
CM11,4.0,0.0,3.0,No,https://www.chemicalprobes.org/cm11,VHL,Other post-translational modification,E3 ubiquitin ligase,2020-03-05,P40337,WGJCHHJGGFCCRS-DEYDLUNASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)C(C)(C)C)cc1,No,No,CHEMBL4740486,2960864,"www.doi.org/10.1038/s41467-017-00954-1, https://www.ncbi.nlm.nih.gov/pubmed/29018234",Degrader (PROTAC),10 nM,ITC,10-100 nM,Western blot,DC50,,,"CMP98 (cis-cis) - inactive epimer on each side, CMP99 (cis-trans) - inactive epimer on one side, act as VHL inhibitor but not degrader"
TH5427,4.0,0.0,2.0,No,https://www.chemicalprobes.org/th5427,NUDT5,Epigenetic,Nudix Hydrolase,2020-06-12,Q9UKK9,QXCXMVYVUHVFLP-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2nnc(-c3ccc(Cl)c(Cl)c3)o2)n(C)c1=O,No,No,,2888018,"www.doi.org/10.1038/s41467-017-02293-7, www.doi.org/10.3390/cancers11091337, https://pubmed.ncbi.nlm.nih.gov/29343827, https://pubmed.ncbi.nlm.nih.gov/31510016",Inhibitor,29 nM,MG assay,2100 nM,ITDRF CETSA,EC50,,,
ARCC-4,4.0,0.0,1.0,No,https://www.chemicalprobes.org/arcc-4,AR,Transcription factor,Nuclear Hormone Receptor	,2020-11-30,P10275,DUPAJELXESPTNF-PPZGWQTASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCOc2ccc(-c3ccc(N4C(=S)N(c5ccc(C#N)c(C(F)(F)F)c5)C(=O)C4(C)C)cc3)cc2)C(C)(C)C)cc1,No,Yes,CHEMBL4540528,3199231,"www.doi.org/10.1038/s42003-018-0105-8, https://pubmed.ncbi.nlm.nih.gov/30271980/",Degrader (PROTAC),,,5 nM; 98%; 36 nM (IC50),"Western Blot, RL binding Assay (lysate), Cell Proliferation Assay","DC50, Dmax, IC50",,,cpd 3
GSK481,4.0,0.0,3.0,No,https://www.chemicalprobes.org/gsk481,RIPK1,Kinase,TKL,2017-02-16,Q13546,KNOUWGGQMADIBV-KRWDZBQOSA-N,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,No,No,CHEMBL3785703,128444,"http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b01898, https://www.ncbi.nlm.nih.gov/pubmed/?term=26854747",Inhibitor,0.8 nM,ADP-Glo activity assay,10 nM,Human monocytic leukemia U937 cells in a necroptosis assay which measures the ability to block the necrotic cell death induced by treatment with TNF and the caspase inhibitor zVAD.fmk.,IC50,,,"5-benzyl-N-[(3R)-5-methyl-4-oxo-2,3-dihydro-1,5-benzoxazepin-3-yl]-1,2-oxazole-3-carboxamide"
FS-694,4.0,0.0,1.0,No,https://www.chemicalprobes.org/fs-694,MAPK14,Kinase,CMGC,2020-05-17,Q16539,JWZSSEWMVYKYKW-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1CC2,No,No,CHEMBL2316207,923369,"https://doi.org/10.1021/jm301539x, https://doi.org/10.1002/anie.201701185, https://www.ncbi.nlm.nih.gov/pubmed/23270382, https://www.ncbi.nlm.nih.gov/pubmed/28397331",Inhibitor Type I½,"0.2 nM, 1.5 nM","Elisa, Cell free DiscoverX",14.9 nM Alpha; 16.9 nM Beta,NanoBRET,IC50,,,FM-743
BSJ-03-123,4.0,0.0,3.0,No,https://www.chemicalprobes.org/bsj-03-123,CDK6,Kinase,CMGC,2020-11-12,Q00534,LUHCYAOYQIFNRN-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCOCCOCCOCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,No,Yes,,3312897,"www.doi.org/10.1016/j.chembiol.2018.11.006, https://pubmed.ncbi.nlm.nih.gov/30595531/",Degrader (PROTAC),"8.7 nM, 41.6 nM","In vitro kinase inhibition assay CDK6/CyclinD1, In vitro kinase inhibition assay CDK4/CyclinD1",,Cellular Thermal Shift Assay,,,,BSJ-Bump
MLT-748,4.0,0.0,1.0,No,https://www.chemicalprobes.org/mlt-748,MALT1,Other,Peptidase C14B,2020-06-17,Q9UDY8,XKQLNDPUQSZBJW-QGHHPUGFSA-N,CO[C@H](C)[C@H](OC)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,No,No,,2888113,"www.doi.org/10.1038/s41589-018-0222-1, https://pubmed.ncbi.nlm.nih.gov/30692685/",Allosteric inhibitor,"5 nM, 42 nM, 13 nM","MALT1 peptide cleavage inhibition, SPR for WT, SPR for mutant W580S",69 nM,"MALT1 Cleavage inhibition of BCL10, Immunoblotting densitometry",EC50,,,
